,College Name,Location,Accreditation,CD Rank,Courses,B.sc Fees,Review,Rating,URL
146,"Post Graduate Institute of Medical Education & Research - [PGIMER], Chandigarh"," Chandigarh, Chandigarh","INC, MCI, UGC Approved",#147,B.Sc,"₹ 2,970",54,3,/university/10842-post-graduate-institute-of-medical-education-and-research-pgimer-chandigarh
147,"Narsee Monjee Institute of Management Studies - [NMIMS University], Bangalore"," Bangalore, Karnataka","AICTE, AMBA Approved",#148,B.Sc,"₹ 3,10,000",117,4,/university/28986-narsee-monjee-institute-of-management-studies-nmims-university-bangalore
148,"College of Engineering, Anna University - [CEG], Chennai"," Chennai, Tamil Nadu",AICTE Approved,#149,B.Sc,"₹ 57,620",105,4,/college/28261-college-of-engineering-anna-university-ceg-chennai
149,"Christian Medical College - [CMC], Vellore"," Vellore, Tamil Nadu",MCI Approved,#150,B.Sc,"₹ 25,955",24,4,/college/10343-christian-medical-college-cmc-vellore
150,"Sanjay Gandhi Postgraduate Institute of Medical Sciences - [SGPGIMS], Lucknow"," Lucknow, Uttar Pradesh",MCI Approved,#151,B.Sc,"₹ 79,800",20,4,/college/10944-sanjay-gandhi-postgraduate-institute-of-medical-sciences-sgpgims-lucknow
151,"Amity University, Noida"," Noida, Uttar Pradesh","NCTE, AICTE, COA, BCI, UGC Approved",#152,B.Sc,"₹ 1,38,000",2689,4,/university/54797-amity-university-noida
152,"Lovely Professional University - [LPU], Jalandhar"," Jalandhar, Punjab","NCTE, COA, PCI, IAP, BCI Approved",#153,B.Sc,"₹ 1,60,000",5683,4,/university/25787-lovely-professional-university-lpu-jalandhar
153,"University of Petroleum and Energy Studies - [UPES], Dehradun"," Dehradun, Uttarakhand","PCI, BCI, UGC, NBA Approved",#154,B.Sc,"₹ 1,24,000",612,3,/university/25997-university-of-petroleum-and-energy-studies-upes-dehradun
154,"Chandigarh University - [CU], Chandigarh"," Chandigarh, Chandigarh","NCTE, AICTE, COA, PCI, BCI Approved",#155,B.Sc,"₹ 1,35,000",3398,4,/university/25777-chandigarh-university-cu-chandigarh
155,"Banaras Hindu University - [BHU], Varanasi"," Varanasi, Uttar Pradesh","UGC, AIU Approved",#156,B.Sc (Hons.) Geography,"₹ 2,842",1069,3,/university/25924-banaras-hindu-university-bhu-varanasi
156,"NIT Trichy, Tiruchirappalli"," Tiruchirappalli, Tamil Nadu","AICTE, UGC, MHRD Approved",#157,B.Sc,"₹ 3,60,000",305,4,/university/25889-nit-trichy-tiruchirappalli
157,"Jawaharlal Institute of Post Graduate Medical Education and Research - [JIPMER], Pondicherry"," Pondicherry, Puducherry","DCI, MCI, UGC Approved",#158,B.Sc,"₹ 14,920",164,4,/university/10587-jawaharlal-institute-of-post-graduate-medical-education-and-research-jipmer-pondicherry
158,"Amity University, Mumbai"," Mumbai, Maharashtra","AICTE, RCI, COA, BCI, UGC Approved",#159,B.Sc,"₹ 94,000",72,4,/university/56517-amity-university-mumbai
159,"Tamil Nadu Agricultural University - [TNAU], Coimbatore"," Coimbatore, Tamil Nadu","ICAR, UGC Approved",#160,B.Sc,"₹ 50,225",241,3,/university/25901-tamil-nadu-agricultural-university-tnau-coimbatore
160,"Acharya NG Ranga Agricultural University - [ANGRAU], Guntur"," Guntur, Andhra Pradesh","ICAR, UGC Approved",#161,B.Sc,"₹ 52,418",91,3,/university/25343-acharya-ng-ranga-agricultural-university-angrau-guntur
161,"Guru Gobind Singh Indraprastha University - [GGSIPU], New Delhi"," New Delhi, Delhi NCR","AICTE, UGC Approved",#162,B.Sc,"₹ 1,02,000",6719,3,/university/25450-guru-gobind-singh-indraprastha-university-ggsipu-new-delhi
162,"Krea University, Sri City"," Sri City, Andhra Pradesh",UGC Approved,#163,B.Sc,"₹ 7,70,500",11,4,/university/59908-krea-university-sri-city
163,"Panjab University - [PU], Chandigarh"," Chandigarh, Chandigarh",AICTE Approved,#164,B.Sc,"₹ 12,700",2165,3,/university/25423-panjab-university-pu-chandigarh
164,"Acharya Nagarjuna University - [ANU], Guntur"," Guntur, Andhra Pradesh",UGC Approved,#165,B.Sc,"₹ 8,395",837,3,/university/25344-acharya-nagarjuna-university-anu-guntur
165,"Sri Ramachandra Institute of Higher Education and Research, Chennai"," Chennai, Tamil Nadu",UGC Approved,#166,B.Sc,"₹ 75,000",81,3,/university/25900-sri-ramachandra-institute-of-higher-education-and-research-chennai
166,"National Institute of Technology - [NIT], Rourkela"," Rourkela, Odisha","AICTE, MHRD Approved",#167,B.Sc  + M.Sc Physics,"₹ 1,13,000",619,4,/university/24260-national-institute-of-technology-nit-rourkela
167,"Jawaharlal Nehru University - [JNU], New Delhi"," New Delhi, Delhi NCR",Null,#168,B.Sc + M.Sc Ayurveda Biology,₹ 376,212,4,/university/25461-jawaharlal-nehru-university-jnu-new-delhi
168,"Acharya Bangalore B-School - [ABBS], Bangalore"," Bangalore, Karnataka","AICTE, UGC, NBA Approved",#169,B.Sc,"₹ 3,00,000",88,3,/college/83-acharya-bangalore-bschool-abbs-bangalore
169,"Punjab Agricultural University - [PAU], Ludhiana"," Ludhiana, Punjab","ICAR, UGC Approved",#170,B.Sc,"₹ 93,040",42,4,/university/25788-punjab-agricultural-university-pau-ludhiana
170,"IIT Bhubaneswar - Indian Institute of Technology - [IITBBS], Bhubaneswar"," Bhubaneswar, Odisha",AICTE Approved,#171,B.Sc,"₹ 51,390",166,4,/university/25759-iit-bhubaneswar-indian-institute-of-technology-iitbbs-bhubaneswar
171,"Vellore Institute of Technology - [VIT University], Vellore"," Vellore, Tamil Nadu","AICTE, UGC, MHRD Approved",#172,B.Sc,"₹ 77,000",3027,4,/university/25914-vellore-institute-of-technology-vit-university-vellore
172,"Saveetha Institute of Medical And Technical Sciences - [SIMATS], Chennai"," Chennai, Tamil Nadu",UGC Approved,#173,B.Sc,"₹ 1,25,000",290,4,/college/25898-saveetha-institute-of-medical-and-technical-sciences-simats-chennai
173,"Aligarh Muslim University - [AMU], Aligarh"," Aligarh, Uttar Pradesh",Null,#174,B.Sc,"₹ 24,000",609,4,/university/25918-aligarh-muslim-university-amu-aligarh
174,"IMS Ghaziabad (University Courses Campus), Ghaziabad"," Ghaziabad, Uttar Pradesh",UGC Approved,#175,B.Sc,"₹ 2,64,500",161,4,/college/59348-ims-ghaziabad-university-courses-campus-ghaziabad
175,"MIT Art, Design and Technology University - [MITADT], Pune"," Pune, Maharashtra","NCTE, COA, UGC Approved",#176,B.Sc,"₹ 1,02,000",161,4,/university/57115-mit-art-design-and-technology-university-mitadt-pune
176,"Chitkara University - [CU], Patiala"," Patiala, Punjab","NCTE, COA, PCI, INC, UGC Approved",#177,B.Sc,"₹ 1,20,000",934,4,/university/25778-chitkara-university-cu-patiala
177,"University of Hyderabad - [UOH], Hyderabad"," Hyderabad, Telangana","UGC, AIU Approved",#178,B.Sc,"₹ 13,860",134,4,/university/25383-university-of-hyderabad-uoh-hyderabad
178,"Dayalbagh Educational Institute - [DEI], Agra"," Agra, Uttar Pradesh","UGC, MHRD Approved",#179,B.Sc,"₹ 5,950",261,4,/university/25932-dayalbagh-educational-institute-dei-agra
179,"Babasaheb Bhimrao Ambedkar University - [BBAU], Lucknow"," Lucknow, Uttar Pradesh","UGC, MHRD Approved",#180,B.Sc + M.Sc Basic Science,"₹ 40,000",104,4,/university/25922-babasaheb-bhimrao-ambedkar-university-bbau-lucknow
180,"Manipal Academy of Higher Education - [MAHE], Manipal"," Manipal, Karnataka","DCI, AICTE, PCI, INC, MCI Approved",#181,B.Sc,"₹ 1,92,000",1295,4,/university/25617-manipal-academy-of-higher-education-mahe-manipal
181,"Punjab College of Technical Education - [PCTE], Ludhiana"," Ludhiana, Punjab",AICTE Approved,#182,B.Sc,"₹ 56,400",43,4,/college/18470-punjab-college-of-technical-education-pcte-ludhiana
182,"Amity University, Gurgaon"," Gurgaon, Haryana","AICTE, RCI, COA, PCI, INC Approved",#183,B.Sc,"₹ 90,000",93,3,/university/25516-amity-university-gurgaon
183,"Jamia Hamdard University, New Delhi"," New Delhi, Delhi NCR","AICTE, MCI, UGC Approved",#184,B.Sc,"₹ 1,15,000",341,4,/university/25459-jamia-hamdard-university-new-delhi
184,"Shoolini University, Solan"," Solan, Himachal Pradesh","PCI, BCI, UGC, NBA Approved",#185,B.Sc,"₹ 1,58,000",278,4,/university/25565-shoolini-university-solan
185,"Kasturba Medical College - [KMC], Mangalore"," Mangalore, Karnataka",MCI Approved,#186,B.Sc Cardiovascular Technology,"₹ 8,89,000",41,4,/college/10631-kasturba-medical-college-kmc-mangalore
186,"JSS Medical College and Hospital - [JSSMCH], Mysore"," Mysore, Karnataka",NBA Approved,#187,B.Sc,"₹ 46,700",43,3,/college/10579-jss-medical-college-and-hospital-jssmch-mysore
187,"IIT Patna - Indian Institute of Technology - [IITP], Patna"," Patna, Bihar",UGC Approved,#188,B.Sc,"₹ 99,500",251,4,/university/25409-iit-patna-indian-institute-of-technology-iitp-patna
188,"Savitribai Phule Pune University - [SPPU], Pune"," Pune, Maharashtra",UGC Approved,#189,B.Sc,--,10278,3,/university/25732-savitribai-phule-pune-university-sppu-pune
189,"ITM University, Raipur"," Raipur, Chhattisgarh","COA, BCI, UGC Approved",#190,B.Sc,"₹ 42,000",240,3,/university/57219-itm-university-raipur
190,"Pondicherry University - [PU], Pondicherry"," Pondicherry, Puducherry","NCTE, AICTE Approved",#191,B.Sc (Hons.) Computer Science,"₹ 34,878",860,3,/university/25772-pondicherry-university-pu-pondicherry
191,"Dr DY Patil Vidyapeeth - [DPU], Pune"," Pune, Maharashtra","UGC, MHRD, AIU Approved",#192,B.Sc,--,551,3,/university/25698-dr-dy-patil-vidyapeeth-dpu-pune
192,"Siksha 'O' Anusandhan University - [SOA], Bhubaneswar"," Bhubaneswar, Odisha","AICTE, MCI, ICAR, UGC, NBA Approved",#193,B.Sc,"₹ 1,00,000",386,4,/university/54827-siksha-o-anusandhan-university-soa-bhubaneswar
193,"SRM Institute of Science and Technology - [SRMIST], Chennai"," Chennai, Tamil Nadu",UGC Approved,#194,B.Sc,"₹ 60,000",2856,4,/university/25896-srm-institute-of-science-and-technology-srmist-chennai
194,"Delhi University - [DU], New Delhi"," New Delhi, Delhi NCR","AICTE, UGC Approved",#195,B.Sc,--,14610,3,/university/25473-delhi-university-du-new-delhi
195,"Govind Ballabh Pant University of Agriculture and Technology, Pantnagar"," Pantnagar, Uttarakhand","AICTE, ICAR, UGC Approved",#196,B.Sc,"₹ 41,736",285,3,/university/25984-govind-ballabh-pant-university-of-agriculture-and-technology-pantnagar
196,"Thapar Institute of Engineering and Technology - [Thapar University], Patiala"," Patiala, Punjab",AICTE Approved,#197,B.Sc,--,823,3,/university/25795-thapar-institute-of-engineering-and-technology-thapar-university-patiala
197,"NSHM Knowledge Campus, Kolkata"," Kolkata, West Bengal","AICTE, PCI, NBA Approved",#198,B.Sc,"₹ 1,15,000",139,4,/college/59320-nshm-knowledge-campus-kolkata
198,"Amity University, Gwalior"," Gwalior, Madhya Pradesh","AICTE, COA, PCI, UGC Approved",#199,B.Sc,"₹ 66,000",258,4,/university/25658-amity-university-gwalior
199,"JIS University, Kolkata"," Kolkata, West Bengal","NCTE, AICTE, PCI, BCI, UGC Approved",#200,B.Sc,"₹ 3,52,100",811,4,/university/57400-jis-university-kolkata
200,"Saveetha Medical College, Chennai"," Chennai, Tamil Nadu",MCI Approved,#201,B.Sc,"₹ 1,45,000",26,4,/college/10967-saveetha-medical-college-chennai
201,"Banasthali Vidyapith, Jaipur"," Jaipur, Rajasthan",UGC Approved,#202,B.Sc,"₹ 89,000",437,4,/university/25798-banasthali-vidyapith-jaipur
202,"University of Calcutta, Kolkata"," Kolkata, West Bengal",UGC Approved,#203,B.Sc,"₹ 1,604",5861,3,/university/26018-university-of-calcutta-kolkata
203,"Annamalai University - [AU], Chidambaram"," Chidambaram, Tamil Nadu","NCTE, DCI, AICTE, MCI, UGC Approved",#204,B.Sc,"₹ 10,595",173,3,/university/25868-annamalai-university-au-chidambaram
204,"DBS Global University, Dehradun"," Dehradun, Uttarakhand","AICTE, PCI, UGC Approved",#205,B.Sc,"₹ 1,86,000",141,3,/college/17527-dbs-global-university-dehradun
205,"Sri Venkateswara Institute of Medical Sciences - [SVIMS], Tirupati"," Tirupati, Andhra Pradesh","MCI, UGC Approved",#206,B.Sc,"₹ 30,400",28,4,/university/25378-sri-venkateswara-institute-of-medical-sciences-svims-tirupati
206,"Suryadatta Group of Institutes Bavdhan, Pune"," Pune, Maharashtra","AICTE, UGC Approved",#207,B.Sc,"₹ 1,80,000",62,4,/college/57821-suryadatta-group-of-institutes-bavdhan-pune
207,"Presidency University, Kolkata"," Kolkata, West Bengal",UGC Approved,#208,B.Sc,"₹ 2,125",121,4,/university/26011-presidency-university-kolkata
208,"Assam University, Silchar"," Silchar, Assam",UGC Approved,#209,B.Sc,"₹ 21,345",211,3,/university/25392-assam-university-silchar
209,"DY Patil University, Navi Mumbai"," Navi Mumbai, Maharashtra",Null,#210,B.Sc,"₹ 1,00,000",104,3,/university/25718-dy-patil-university-navi-mumbai
210,"Chandigarh Business School of Administration - [CBSA] Landran, Mohali"," Mohali, Punjab","AICTE, UGC Approved",#211,B.Sc,"₹ 56,400",13,4,/college/17452-chandigarh-business-school-of-administration-cbsa-landran-mohali
211,"Saveetha Dental College & Hospital - [SDCH], Chennai"," Chennai, Tamil Nadu",DCI Approved,#212,B.Sc,"₹ 75,000",28,3,/college/7751-saveetha-dental-college-and-hospital-sdch-chennai
212,"SCMS School of Technology and Management - [SSTM], Kochi"," Kochi, Kerala",AICTE Approved,#213,B.Sc,"₹ 55,000",147,3,/college/18595-scms-school-of-technology-and-management-sstm-kochi
213,"Narsee Monjee College of Commerce and Economics, Mumbai"," Mumbai, Maharashtra",Null,#214,B.Sc,"₹ 60,500",89,4,/college/15968-narsee-monjee-college-of-commerce-and-economics-mumbai
214,"NIT Warangal, Warangal"," Warangal, Telangana",Null,#215,B.Sc  + M.Sc Physics,"₹ 2,07,000",542,4,/university/25367-nit-warangal-warangal
215,"Mahatma Phule Krishi Vidyapeeth - [MPKV], Pune"," Pune, Maharashtra",UGC Approved,#216,B.Sc,"₹ 24,450",133,4,/university/6666-mahatma-phule-krishi-vidyapeeth-mpkv-pune
216,"RA Podar College of Commerce and Economics, Mumbai"," Mumbai, Maharashtra",Null,#217,B.Sc,"₹ 75,100",38,3,/college/16112-ra-podar-college-of-commerce-and-economics-mumbai
217,"NSHM Knowledge Campus, Durgapur"," Durgapur, West Bengal","AICTE, NBA Approved",#218,B.Sc,"₹ 94,200",147,4,/college/59319-nshm-knowledge-campus-durgapur
218,"National Institute of Technology - [NITC], Calicut"," Calicut, Kerala","AICTE, UGC Approved",#219,B.Sc,--,487,4,/university/25651-national-institute-of-technology-nitc-calicut
219,"Sanskriti University - [SU], Mathura"," Mathura, Uttar Pradesh","NCTE, RCI, PCI, BCI, UGC Approved",#220,B.Sc,"₹ 60,000",163,3,/university/57227-sanskriti-university-su-mathura
220,"Maharshi Dayanand University - [MDU], Rohtak"," Rohtak, Haryana",UGC Approved,#221,B.Sc,"₹ 9,622",2153,3,/university/25535-maharshi-dayanand-university-mdu-rohtak
221,"JSS Academy of Higher Education & Research, Mysore"," Mysore, Karnataka","DCI, AICTE, RCI, PCI, MCI Approved",#222,B.Sc,"₹ 1,14,300",393,3,/university/25605-jss-academy-of-higher-education-and-research-mysore
222,"IIT Ropar - Indian Institute of Technology - [IITR], Ropar"," Ropar, Punjab",MHRD Approved,#223,B.Sc,"₹ 58,350",113,4,/university/25786-iit-ropar-indian-institute-of-technology-iitr-ropar
223,"University of North Bengal, Darjeeling"," Darjeeling, West Bengal",UGC Approved,#224,B.Sc,"₹ 11,115",541,3,/university/26021-university-of-north-bengal-darjeeling
224,"St. Joseph's College of Commerce - [SJCC], Bangalore"," Bangalore, Karnataka",ACCA Approved,#225,B.Sc,"₹ 87,000",88,4,/college/18892-st-josephs-college-of-commerce-sjcc-bangalore
225,"Noorul Islam Centre for Higher Education [NICHE], Kanyakumari"," Kanyakumari, Tamil Nadu","AICTE, UGC, NBA Approved",#226,B.Sc,"₹ 2,56,000",35,3,/university/14509-noorul-islam-centre-for-higher-education-niche-kanyakumari
226,"Bangalore Medical College and Research Institute - [BMCRI], Bangalore"," Bangalore, Karnataka",MCI Approved,#227,B.Sc,"₹ 17,970",45,4,/college/10297-bangalore-medical-college-and-research-institute-bmcri-bangalore
227,"Seth GS Medical College - [GSMC], Mumbai"," Mumbai, Maharashtra",MCI Approved,#228,B.Sc,"₹ 66,740",37,4,/college/10971-seth-gs-medical-college-gsmc-mumbai
228,"Mahatma Gandhi University - [MGU], Kottayam"," Kottayam, Kerala",UGC Approved,#229,B.Sc,"₹ 3,280",3091,3,/university/25650-mahatma-gandhi-university-mgu-kottayam
229,"Birla Institute of Technology - [BIT Mesra], Ranchi"," Ranchi, Jharkhand","AICTE, PCI, UGC, NBA Approved",#230,B.Sc  + M.Sc Mathematics and Computing,"₹ 2,25,000",898,3,/university/13088-birla-institute-of-technology-bit-mesra-ranchi
230,"Sree Saraswathi Thyagaraja College - [STC], Pollachi"," Pollachi, Tamil Nadu",AICTE Approved,#231,B.Sc,"₹ 42,000",16,4,/college/4679-sree-saraswathi-thyagaraja-college-stc-pollachi
231,"St Andrew's College of Arts Science and Commerce, Mumbai"," Mumbai, Maharashtra",Null,#232,B.Sc,"₹ 25,197",43,4,/college/4897-st-andrews-college-of-arts-science-and-commerce-mumbai
232,"Government Medical College and Hospital - [GMCH], Chandigarh"," Chandigarh, Chandigarh",MCI Approved,#233,B.Sc,"₹ 9,500",25,4,/college/10471-government-medical-college-and-hospital-gmch-chandigarh
233,"Modern College of Arts Science and Commerce - [MCASC] Shivajinagar, Pune"," Pune, Maharashtra",UGC Approved,#234,B.Sc,--,270,3,/college/3010-modern-college-of-arts-science-and-commerce-mcasc-shivajinagar-pune
234,"JD Institute of Fashion Technology, Bangalore"," Bangalore, Karnataka",Null,#235,B.Sc,"₹ 2,00,000",12,4,/college/6879-jd-institute-of-fashion-technology-bangalore
235,"Mumbai University - [MU], Mumbai"," Mumbai, Maharashtra",UGC Approved,#236,B.Sc,"₹ 50,000",11303,3,/university/25731-mumbai-university-mu-mumbai
236,"SRM Engineering College, Kanchipuram"," Kanchipuram, Tamil Nadu","AICTE, UGC, MHRD Approved",#237,B.Sc,"₹ 60,000",20,3,/college/28254-srm-engineering-college-kanchipuram
237,"ICFAI University, West Tripura"," West Tripura, Tripura",AICTE Approved,#238,B.Sc,"₹ 88,000",123,4,/university/25915-icfai-university-west-tripura
238,"Calicut University - [CU], Calicut"," Calicut, Kerala",UGC Approved,#239,B.Sc,"₹ 4,015",2407,3,/university/25654-calicut-university-cu-calicut
239,"Maharaja Sayajirao University of Baroda - [MSU], Vadodara"," Vadodara, Gujarat",UGC Approved,#240,B.Sc,"₹ 8,840",655,4,/university/25500-maharaja-sayajirao-university-of-baroda-msu-vadodara
240,"Gandhi Medical College, Secunderabad"," Secunderabad, Telangana",Null,#241,B.Sc,--,19,3,/college/10437-gandhi-medical-college-secunderabad
241,"St. Mira's College for Girls, Pune"," Pune, Maharashtra",Null,#242,B.Sc,--,24,3,/college/4940-st-miras-college-for-girls-pune
242,"Sydenham College of Commerce & Economics, Mumbai"," Mumbai, Maharashtra",Null,#243,B.Sc,"₹ 1,09,870",45,4,/college/28328-sydenham-college-of-commerce-and-economics-mumbai
243,"SASTRA University, Thanjavur"," Thanjavur, Tamil Nadu",UGC Approved,#244,B.Sc,"₹ 44,750",447,3,/university/25895-sastra-university-thanjavur
244,"MM Institute of Hotel Management and Catering Technology - [MMICT & BM], Ambala"," Ambala, Haryana",AICTE Approved,#245,B.Sc,"₹ 40,000",1,4,/college/18379-mm-institute-of-hotel-management-and-catering-technology-mmict-and-bm-ambala
245,"Adamas University, Kolkata"," Kolkata, West Bengal","NCTE, AICTE, PCI, BCI, UGC Approved",#246,B.Sc,"₹ 1,00,000",210,3,/university/55140-adamas-university-kolkata
246,"Kamla Nehru College for Women - [KNC], Kapurthala"," Kapurthala, Punjab",UGC Approved,#247,B.Sc,--,9,4,/college/2321-kamla-nehru-college-for-women-knc-kapurthala
247,"SRM Institute of Hotel Management, Chennai"," Chennai, Tamil Nadu","AICTE, NCHMCT Approved",#248,B.Sc,"₹ 90,000",10,4,/college/8098-srm-institute-of-hotel-management-chennai
248,"KS Hegde Medical Academy - [KSHEMA], Mangalore"," Mangalore, Karnataka",MCI Approved,#249,B.Sc,"₹ 99,500",97,4,/college/56549-ks-hegde-medical-academy-kshema-mangalore
249,"KPB Hinduja College of Commerce - [KPB], Mumbai"," Mumbai, Maharashtra",Null,#250,B.Sc,"₹ 26,066",123,3,/college/15918-kpb-hinduja-college-of-commerce-kpb-mumbai
250,"Sikkim Manipal Institute of Medical Sciences - [SMIMS], Gangtok"," Gangtok, Sikkim",MCI Approved,#251,B.Sc,"₹ 1,22,000",19,3,/college/11015-sikkim-manipal-institute-of-medical-sciences-smims-gangtok
251,"P.S.G College of Technology - [PSGCT], Coimbatore"," Coimbatore, Tamil Nadu",AICTE Approved,#252,B.Sc,"₹ 41,000",123,4,/college/24312-psg-college-of-technology-psgct-coimbatore
252,"Jadavpur University - [JU], Kolkata"," Kolkata, West Bengal","NCTE, AICTE, COA, UGC, AIU Approved",#253,B.Sc,"₹ 2,400",819,4,/university/26008-jadavpur-university-ju-kolkata
